,Time,XRP Volume
0,1586649600000,1781001895.317215
1,1586736000000,2018968368.000913
2,1586822400000,2228364721.4187016
3,1586908800000,1862120141.679969
4,1586995200000,1937688979.9904425
5,1587081600000,2619561036.3051047
6,1587168000000,1866168812.0107803
7,1587254400000,1914325546.147416
8,1587340800000,1849385510.2163618
9,1587427200000,2266839384.9033456
10,1587513600000,1826836936.6230843
11,1587600000000,1760936753.9293184
12,1587686400000,2284073444.0555773
13,1587772800000,1858298807.3877132
14,1587859200000,1645169648.3148115
15,1587945600000,1670524318.453444
16,1588032000000,1707500454.9858208
17,1588118400000,2539833760.635142
18,1588204800000,3099767025.4387383
19,1588291200000,3081128998.8249784
20,1588377600000,2290295884.770336
21,1588464000000,2161381421.7909484
22,1588550400000,2152766758.0567203
23,1588636800000,2467883145.441815
24,1588723200000,2076215754.529813
25,1588809600000,1917689134.9933252
26,1588896000000,2597154210.5145693
27,1588982400000,2408353529.8585777
28,1589068800000,2545120609.5792956
29,1589155200000,3090382984.656238
30,1589241600000,2435998568.3509817
31,1589328000000,1955868887.2627707
32,1589414400000,1887395769.1549468
33,1589500800000,1981280575.955368
34,1589587200000,1861283854.619996
35,1589673600000,1618674614.034291
36,1589760000000,1540402812.7256665
37,1589846400000,1746308904.9745858
38,1589932800000,1785715895.5300689
39,1590019200000,1733979832.258884
40,1590105600000,1544535157.9958904
41,1590192000000,1454970548.1993108
42,1590278400000,1249075196.4790466
43,1590364800000,1289364325.3179705
44,1590451200000,1572175495.217402
45,1590537600000,1392748661.8291106
46,1590624000000,1358329184.3187313
47,1590710400000,1499537828.1718988
48,1590796800000,1388432175.7669818
49,1590883200000,1464684241.188124
50,1590969600000,1594357118.5912654
51,1591056000000,1561471396.2505286
52,1591142400000,1737361211.0604463
53,1591228800000,1256977102.3094773
54,1591315200000,1313145139.9027412
55,1591401600000,1297990440.471073
56,1591488000000,1058657481.0092325
57,1591574400000,1197102621.5350354
58,1591660800000,1251561325.8446476
59,1591747200000,1328042189.9544604
60,1591833600000,1303802102.0559528
61,1591920000000,1464763764.6771228
62,1592006400000,1332835186.6451855
63,1592092800000,1187813850.7313433
64,1592179200000,1150138451.2404819
65,1592265600000,1454758196.3784769
66,1592352000000,1246601572.7074816
67,1592438400000,1319933194.810691
68,1592524800000,1163790865.0304394
69,1592611200000,1194918136.1065462
70,1592697600000,1064702970.5453695
71,1592784000000,1015362822.0192441
72,1592870400000,1031254003.7220415
73,1592956800000,1139321571.8165243
74,1593043200000,1180122764.4242494
75,1593129600000,1065596334.9274625
76,1593216000000,1282600124.6016247
77,1593302400000,1203944528.5554078
78,1593388800000,1184828112.2307308
79,1593475200000,1162669419.6907592
80,1593561600000,1042249688.527783
81,1593648000000,1164143368.3559296
82,1593734400000,907150118.059732
83,1593820800000,965079482.8005862
84,1593907200000,1028972055.3926406
85,1593993600000,989670839.2420546
86,1594080000000,1449017121.488291
87,1594166400000,1118759148.3724747
88,1594252800000,1887140940.6239734
89,1594339200000,1805510389.2195594
90,1594425600000,1271305899.553482
91,1594512000000,1148229968.005948
92,1594598400000,978263600.5955677
93,1594684800000,1295450904.9373937
94,1594771200000,1229683954.1416867
95,1594857600000,1087859005.570823
96,1594944000000,1142507498.2131786
97,1595030400000,1006735467.4007933
98,1595116800000,977356287.6924582
99,1595203200000,1234247613.9802349
100,1595289600000,1231350389.8074782
101,1595376000000,1211211329.9152627
102,1595462400000,1088497490.0178118
103,1595548800000,1558970692.8591578
104,1595635200000,1451104338.1077611
105,1595721600000,1348536567.2629757
106,1595808000000,1517041766.201547
107,1595894400000,1826151829.5592408
108,1595980800000,1862380443.3500698
109,1596067200000,2015964293.046442
110,1596153600000,1678463250.1292753
111,1596240000000,1847648958.4997876
112,1596326400000,3150860709.8492293
113,1596412800000,4493672388.136328
114,1596499200000,3166695299.039239
115,1596585600000,2418576841.795307
116,1596672000000,1922038117.7264874
117,1596758400000,1861387417.2002969
118,1596844800000,4636202683.783627
119,1596931200000,1988635774.0523977
120,1597017600000,1915384481.2994814
121,1597104000000,2553724778.5855603
122,1597190400000,4975063105.047601
123,1597276800000,2427549933.5754943
124,1597363200000,2478119401.7520084
125,1597449600000,2173076304.2160726
126,1597536000000,2605016821.8602157
127,1597622400000,2521984969.298177
128,1597708800000,3420857738.9387383
129,1597795200000,2727046213.8384895
130,1597881600000,2493335942.2243185
131,1597968000000,2370638516.8312345
132,1598054400000,2286851251.474602
133,1598140800000,2079080814.4632735
134,1598227200000,1854462300.194022
135,1598313600000,1854683294.3507082
136,1598400000000,2090806113.4462192
137,1598486400000,1722297777.186539
138,1598572800000,2044208784.585677
139,1598659200000,1662139152.0528982
140,1598745600000,1474071862.2568681
141,1598832000000,1797744333.9432154
142,1598918400000,1713133363.5142736
143,1599004800000,2200424987.252293
144,1599091200000,2141694657.2245405
145,1599177600000,1905179784.3997455
146,1599264000000,2213832554.2559366
147,1599350400000,2295524358.51172
148,1599436800000,1877164435.4658952
149,1599523200000,1999444569.4422069
150,1599609600000,1836240274.3074849
151,1599696000000,1664634671.0189152
152,1599782400000,1707722753.4164515
153,1599868800000,1582869715.0586348
154,1599955200000,1419186192.1654565
155,1600041600000,1590391766.8511598
156,1600128000000,1606167309.6798735
157,1600214400000,1656784495.1654375
158,1600300800000,1770612287.3259656
159,1600387200000,2004021133.6144068
160,1600473600000,1869517172.4901931
161,1600560000000,1705001457.9575903
162,1600646400000,1633405640.589034
163,1600732800000,2007044758.6876988
164,1600819200000,1595971759.2937121
165,1600905600000,1403281426.5600727
166,1600992000000,1649632989.8135304
167,1601078400000,1460716986.2118957
168,1601164800000,1333243982.283363
169,1601251200000,1195058238.2178154
170,1601337600000,1470905663.8388202
171,1601424000000,1401216766.162057
172,1601510400000,1349173492.0133767
173,1601596800000,1415368386.555232
174,1601683200000,1493443327.1830103
175,1601769600000,1145307260.036307
176,1601856000000,1473868105.1706815
177,1601942400000,1595356340.6613643
178,1602028800000,2034209028.9786022
179,1602115200000,1492371196.0073524
180,1602201600000,1472564328.7716405
181,1602288000000,1554527896.585378
182,1602374400000,1490278457.418809
183,1602460800000,1296567088.11271
184,1602547200000,1604712335.9012508
185,1602633600000,1614693932.0923936
186,1602720000000,1443292568.1826408
187,1602806400000,1255528005.873619
188,1602892800000,1284609568.4313276
189,1602979200000,1001465502.6832975
190,1603065600000,1091102779.5805285
191,1603152000000,1123099540.009736
192,1603238400000,1058484216.1747323
193,1603324800000,1488427410.241125
194,1603411200000,1809225301.7491198
195,1603497600000,1377767246.4234743
196,1603584000000,1065720691.8801731
197,1603670400000,986772444.8715435
198,1603756800000,1502596188.4010634
199,1603843200000,1466043827.7495875
200,1603929600000,1558391750.3345783
201,1604016000000,1445411416.5274038
202,1604102400000,1536363578.5097647
203,1604188800000,1338496256.239028
204,1604275200000,1192228486.9881938
205,1604361600000,1505085410.319655
206,1604448000000,1872205676.4893262
207,1604534400000,1835277991.8163948
208,1604620800000,2015568105.5288682
209,1604707200000,2223426440.8685336
210,1604793600000,2200117588.315933
211,1604880000000,1608358807.3372793
212,1604966400000,2036407256.192724
213,1605052800000,2283102329.2928214
214,1605139200000,1850729923.863295
215,1605225600000,1630173241.0836065
216,1605312000000,1990257295.6645842
217,1605398400000,2758537841.0898294
218,1605484800000,2253509325.842203
219,1605571200000,2619354064.0371037
220,1605657600000,3708626433.3566875
221,1605744000000,3536858599.256962
222,1605830400000,3299823590.057705
223,1605916800000,4031626953.711598
224,1606003200000,11568110626.132616
225,1606089600000,13267899387.434443
226,1606176000000,16337857185.588816
227,1606262400000,25054631707.694504
228,1606348800000,15881817933.691149
229,1606435200000,16365178183.68151
230,1606521600000,12327164429.379679
231,1606608000000,12099372210.01124
232,1606694400000,9754558134.524963
233,1606780800000,11254530543.020834
234,1606867200000,10829413534.042892
235,1606953600000,7999607157.515091
236,1607040000000,5936378170.104812
237,1607126400000,6782106960.236756
238,1607212800000,6182557946.629466
239,1607299200000,7685001707.48096
240,1607385600000,5608978769.602056
241,1607472000000,5817992263.594411
242,1607558400000,9778004331.334286
243,1607644800000,6957440057.227358
244,1607731200000,7973256774.815366
245,1607817600000,8191207377.440986
246,1607904000000,6125622311.173101
247,1607990400000,4925747725.5478945
248,1608076800000,5591960738.97862
249,1608163200000,10642868836.239534
250,1608249600000,14476826984.942175
251,1608336000000,10572616271.292404
252,1608422400000,7861567140.236632
253,1608508800000,6619472982.510808
254,1608595200000,7090693761.650875
255,1608681600000,11195910016.75438
256,1608768000000,14873825893.383224
257,1608854400000,15221335122.706177
258,1608940800000,13152417764.349289
259,1609027200000,7431667092.912673
260,1609113600000,7010555503.559292
261,1609200000000,5788819181.423517
262,1609286400000,10590299229.511705
263,1609372800000,6788558769.855404
264,1609459200000,4364513012.765856
265,1609545600000,4606019123.280501
266,1609632000000,3622428802.954543
267,1609718400000,3986801676.0503383
268,1609804800000,5235562377.385517
269,1609891200000,3965486346.3855453
270,1609977600000,5964831226.894267
271,1610064000000,13896459827.555267
272,1610150400000,7073230046.413266
273,1610236800000,5434746112.270671
274,1610323200000,7389910221.259051
275,1610409600000,7740853849.032595
276,1610496000000,5119148557.747889
277,1610582400000,3423237246.197349
278,1610668800000,3830269072.4567375
279,1610755200000,3539150045.4070897
280,1610841600000,3219537933.3068643
281,1610928000000,2702518877.421779
282,1611014400000,2636794498.898764
283,1611100800000,4329912741.449357
284,1611187200000,3435836186.364772
285,1611273600000,3432332258.4765797
286,1611360000000,3735006905.770562
287,1611446400000,2366507204.2381835
288,1611532800000,1991913877.8750145
289,1611619200000,2148246353.085917
290,1611705600000,1978755667.4820125
291,1611792000000,2101770534.4904563
292,1611878400000,2031290320.2196462
293,1611964800000,5439789951.901406
294,1612051200000,19414333088.879105
295,1612137600000,18464504612.211376
296,1612224000000,25326949014.716194
297,1612310400000,8890335318.020376
298,1612396800000,5814855434.455073
299,1612483200000,8167579932.513847
300,1612569600000,6193490021.851766
301,1612656000000,4764275824.040723
302,1612742400000,4600927431.562356
303,1612828800000,4843449977.613201
304,1612915200000,5664958932.603473
305,1613001600000,9594865064.681908
306,1613088000000,5044099241.561654
307,1613174400000,8414105411.093184
308,1613260800000,8313557340.693602
309,1613347200000,6924719591.747257
310,1613433600000,7365881442.587182
311,1613520000000,6802700451.816495
312,1613606400000,6208398652.824409
313,1613692800000,5131652517.088255
314,1613779200000,6614816653.231531
315,1613865600000,6373516533.454249
316,1613952000000,5724101112.7970705
317,1614038400000,15576169123.11184
318,1614124800000,12601693025.426659
319,1614211200000,6628251875.245143
320,1614297600000,5374923641.563785
321,1614384000000,6481821746.793152
322,1614470400000,4674293764.747475
323,1614556800000,4487418197.58171
324,1614643200000,3457084099.710941
325,1614729600000,3237450086.7149215
326,1614816000000,3428688631.9957685
327,1614902400000,5945941442.735083
328,1614988800000,4145638369.123248
329,1615075200000,2805029015.7978253
330,1615161600000,2490033476.6694694
331,1615248000000,3582893865.7216153
332,1615334400000,3069391216.7494736
333,1615420800000,3357543728.4252443
334,1615507200000,3087260615.7506223
335,1615593600000,3230733051.0779204
336,1615680000000,3242064887.3609934
337,1615766400000,2509836806.132479
338,1615852800000,3253641646.0078254
339,1615939200000,5682003788.127116
340,1616025600000,4079649095.787073
341,1616112000000,3352407082.331825
342,1616198400000,2169639378.5943007
343,1616284800000,5375557395.352597
344,1616371200000,4568448767.56636
345,1616457600000,7756576662.830204
346,1616544000000,6422561790.015287
347,1616630400000,4542722141.91615
348,1616716800000,5235387294.759055
349,1616803200000,5591212650.382159
350,1616889600000,3443735178.039274
351,1616976000000,3064078618.6259146
352,1617062400000,3316079018.5024614
353,1617148800000,3796053087.5094423
354,1617235200000,4729377042.2717085
355,1617321600000,4048061361.3217688
356,1617408000000,4525145344.691889
357,1617494400000,5518969358.259809
358,1617580800000,4103397668.682517
359,1617667200000,21036746727.320385
360,1617753600000,29325146992.950333
361,1617840000000,18282720202.98182
362,1617926400000,11293815426.956215
363,1618012800000,8727138023.869122
364,1618099200000,23515619924.123764
365,1618185600000,19326679264.724567
366,1618272000000,12789605612.875385
367,1618358400000,28235221430.529316
368,1618444800000,24111604957.816223
369,1618531200000,14139350013.954796
370,1618617600000,18725728482.663166
371,1618704000000,13404046754.476355
372,1618790400000,20913023483.11293
373,1618876800000,15852407594.252705
374,1618963200000,14743108801.897842
375,1619049600000,11764093109.903234
376,1619136000000,16529859712.996859
377,1619222400000,18020573494.848232
378,1619308800000,8029835982.134522
379,1619395200000,7637052936.820933
380,1619481600000,14255681129.15288
381,1619568000000,12515733554.089434
382,1619654400000,8368326797.080264
383,1619740800000,7019315268.6032095
384,1619827200000,12717580116.434683
385,1619913600000,7745297309.433079
386,1620000000000,6894666499.901233
387,1620086400000,7510975851.47531
388,1620172800000,12073843733.087873
389,1620259200000,12685436992.408918
390,1620345600000,14861639652.663086
391,1620432000000,9802310917.899206
392,1620518400000,5932468398.375749
393,1620604800000,7593788112.904957
394,1620691200000,10555573612.617239
395,1620777600000,7959636910.105108
396,1620864000000,10241877058.688364
397,1620950400000,11980394044.470087
398,1621036800000,7123946291.142219
399,1621123200000,12551722233.328247
400,1621209600000,11955232328.358067
401,1621296000000,11777377469.772886
402,1621382400000,13934083456.641142
403,1621468800000,18312047629.492798
404,1621555200000,12727830549.744081
405,1621641600000,10144542507.394915
406,1621728000000,8164115632.892728
407,1621814400000,9753740534.809917
408,1621900800000,8171181757.629337
409,1621987200000,9073167435.01299
410,1622073600000,7008804902.177836
411,1622160000000,5711826339.642609
412,1622246400000,6529477329.02328
413,1622332800000,5609808156.140347
414,1622419200000,4570869242.912308
415,1622505600000,6691379571.899238
416,1622592000000,6148630529.12447
417,1622678400000,3994210155.4317665
418,1622764800000,4088714903.3976574
419,1622851200000,4190246447.9744473
420,1622937600000,3708513148.3181024
421,1623024000000,2623774416.9185123
422,1623110400000,3741492369.396079
423,1623196800000,5068666284.185733
424,1623283200000,4800163646.11722
425,1623369600000,3598275137.988906
426,1623456000000,2718211293.129297
427,1623542400000,2834495585.978342
428,1623628800000,2761114938.2172465
429,1623715200000,3268149002.723709
430,1623801600000,2862140885.0995646
431,1623888000000,3220071877.858448
432,1623974400000,2511575473.3286705
433,1624060800000,2429585732.7410707
434,1624147200000,2038711275.862578
435,1624233600000,3136090755.043623
436,1624320000000,4957263283.188504
437,1624406400000,6329008646.890634
438,1624492800000,5631237222.316207
439,1624579200000,3071983450.0651217
440,1624665600000,3395191639.1059484
441,1624752000000,2672873984.7428856
442,1624838400000,2318742760.031586
443,1624924800000,2838366693.7156167
444,1625011200000,4215461674.407378
445,1625097600000,3241276897.32878
446,1625184000000,2684814772.462972
447,1625270400000,2075137068.984085
448,1625356800000,1807223370.9838073
449,1625443200000,1664617403.3035553
450,1625529600000,1948795190.1724856
451,1625616000000,1937393189.3106942
452,1625702400000,1618780258.2645764
453,1625788800000,2049499074.2725823
454,1625875200000,2350318273.957575
455,1625961600000,1673959405.818035
456,1626048000000,1337323439.0925708
457,1626134400000,1674043993.3039484
458,1626220800000,1552901484.8336897
459,1626307200000,1930227964.4947252
460,1626393600000,1583678938.3983681
461,1626480000000,1488773939.655788
462,1626566400000,1604653849.4093466
463,1626652800000,1167325757.066883
464,1626739200000,1389516652.8589418
465,1626825600000,1679476183.743073
466,1626912000000,2019404552.77175
467,1626998400000,2245674032.11694
468,1627084800000,1813927386.3669374
469,1627171200000,1614041890.5268197
470,1627257600000,1383796680.001531
471,1627344000000,3564334796.5071845
472,1627430400000,3032121794.804283
473,1627516800000,6697161375.931053
474,1627603200000,4216397874.8733854
475,1627689600000,4070677889.3198047
476,1627776000000,3136242263.0041757
477,1627862400000,3243277119.218785
478,1627948800000,3341261818.620836
479,1628035200000,2831324444.739079
480,1628121600000,2915778567.791885
481,1628208000000,2696635219.191347
482,1628294400000,2823587160.453554
483,1628380800000,4488674219.078024
484,1628467200000,4467786533.002503
485,1628553600000,4313429775.211553
486,1628640000000,4471863525.357776
487,1628726400000,8624878007.739822
488,1628812800000,7982967680.979009
489,1628899200000,6770637886.2024555
490,1628985600000,12155352324.285776
491,1629072000000,10902516170.194801
492,1629158400000,8267311800.322677
493,1629244800000,7615205365.500671
494,1629331200000,8061965404.006682
495,1629417600000,5252378789.9310875
496,1629504000000,6979164637.937753
497,1629590400000,5229699024.887526
498,1629676800000,4757633980.348473
499,1629763200000,6713418548.767188
500,1629849600000,6389709602.506549
501,1629936000000,4651023694.044695
502,1630022400000,4741112858.195668
503,1630108800000,4927038356.466052
504,1630195200000,3356486936.2898917
505,1630281600000,3051611593.028822
506,1630368000000,3388125204.9344516
507,1630454400000,5799191345.955378
508,1630540800000,4776288908.80461
509,1630627200000,5088919871.219462
510,1630713600000,5627962921.351644
511,1630800000000,3879457061.050158
512,1630886400000,3722441377.0724664
513,1630972800000,7118678175.874282
514,1631059200000,8624946310.927073
515,1631145600000,7312860365.762958
516,1631232000000,4560820267.419777
517,1631318400000,5795054546.938835
518,1631404800000,3715232220.3536344
519,1631491200000,3465975902.9797125
520,1631577600000,4231526906.016336
521,1631664000000,3535592613.053136
522,1631750400000,3333096499.5505505
523,1631836800000,3353442627.8817763
524,1631923200000,3302953461.8778715
525,1632009600000,2826213578.2064643
526,1632096000000,2689597572.7479634
527,1632182400000,5679575996.083541
528,1632268800000,4843258119.06593
529,1632355200000,5342990578.20909
530,1632441600000,4349288006.629749
531,1632528000000,5002962524.012147
532,1632614400000,3397129864.947502
533,1632700800000,3744659769.9889674
534,1632787200000,3535317785.246621
535,1632873600000,3255751838.192269
536,1632960000000,4115648364.824045
537,1633046400000,3810704690.68687
538,1633132800000,5450641793.35395
539,1633219200000,4306337139.6944275
540,1633305600000,3984603570.9359837
541,1633392000000,4055935516.5868344
542,1633478400000,4618206775.554543
543,1633564800000,4763213321.928321
544,1633651200000,4109614452.9961433
545,1633737600000,3619180042.9510336
546,1633824000000,5215457308.273685
547,1633910400000,5873832688.556178
548,1633996800000,5387182320.602415
549,1634083200000,4900506651.734668
550,1634169600000,4776071703.094285
551,1634256000000,4426576203.664879
552,1634342400000,6336537375.785692
553,1634428800000,5199617764.454336
554,1634515200000,4324902488.195447
555,1634601600000,4174250709.2106714
556,1634688000000,3583236811.93044
557,1634774400000,4201205302.3442516
558,1634860800000,4665290692.849945
559,1634947200000,4143499527.4525847
560,1635033600000,3315966734.6826644
561,1635120000000,3311243968.644989
562,1635206400000,3497945390.7252803
563,1635292800000,4594057660.506596
564,1635379200000,5937361026.283024
565,1635465600000,6170566995.369246
566,1635552000000,4824774933.090287
567,1635638400000,4190514902.8476267
568,1635724800000,6015356674.923554
569,1635811200000,4635542909.623682
570,1635897600000,4571603615.529947
571,1635984000000,7581930544.08609
572,1636070400000,5642672341.455357
573,1636156800000,4233745983.9072695
574,1636243200000,3646729112.5295153
575,1636329600000,4196593069.9279795
576,1636416000000,6510421242.806361
577,1636502400000,5162156736.937613
578,1636588800000,6861365706.089187
579,1636675200000,4931779012.400676
580,1636761600000,4349613837.684128
581,1636848000000,3253100665.457899
582,1636934400000,2783129146.692004
583,1637020800000,3251109168.690187
584,1637107200000,4835970888.340764
585,1637193600000,3754088424.9534965
586,1637280000000,4952670979.680258
587,1637366400000,3888778263.5930333
588,1637452800000,2851544952.4843826
589,1637539200000,2255387934.7151833
590,1637625600000,3053644475.667097
591,1637712000000,3406271729.2301126
592,1637798400000,3196925598.8004704
593,1637884800000,3323374794.836688
594,1637971200000,4293632294.1260257
595,1638057600000,2784594053.442488
596,1638144000000,3009148429.120391
597,1638230400000,3236264412.1393714
598,1638316800000,3219272264.014356
599,1638403200000,4045490613.2193785
600,1638489600000,3089519334.539089
601,1638576000000,3067689842.36456
602,1638662400000,6263701028.878763
603,1638748800000,3815886284.097819
604,1638835200000,3785804089.062999
605,1638921600000,3236833724.1647673
606,1639008000000,3573691587.60382
607,1639094400000,4568607272.285156
608,1639180800000,3711198782.3999896
609,1639267200000,2958769246.612882
610,1639353600000,2575643244.7269173
611,1639440000000,3029881075.4716115
612,1639526400000,3764420162.373208
613,1639612800000,3907096831.805005
614,1639699200000,2977216204.777967
615,1639785600000,3150197393.749876
616,1639872000000,2814179207.0815516
617,1639958400000,2607034699.0666575
618,1640044800000,5198337121.310719
619,1640131200000,4640780123.246594
620,1640217600000,4280427620.6701674
621,1640304000000,5340836026.841107
622,1640390400000,3956089362.117495
623,1640476800000,2459150767.314069
624,1640563200000,2279713280.89258
625,1640649600000,2696398138.77489
626,1640736000000,2998170978.022172
627,1640822400000,2780329731.337543
628,1640908800000,2375836806.16021
629,1640995200000,2252303692.382884
630,1641081600000,1784805589.729289
631,1641168000000,1750696335.7998545
632,1641254400000,1965549993.9618895
633,1641340800000,2130875732.6783779
634,1641427200000,2694718977.663249
635,1641513600000,2602668509.463569
636,1641600000000,2846907907.4084826
637,1641686400000,2189023625.6248217
638,1641772800000,1509097856.9053414
639,1641859200000,2640172981.2978945
640,1641945600000,2379143840.2570167
641,1642032000000,2662230500.7550983
642,1642118400000,2253993188.5968766
643,1642204800000,2142880580.93607
644,1642291200000,1749569966.297465
645,1642377600000,1714842895.978317
646,1642464000000,2106153055.4637177
647,1642550400000,2140369166.8100421
648,1642636800000,2106991082.2831686
649,1642723200000,2012483751.9288023
650,1642809600000,3571190454.459163
651,1642896000000,4042933250.3269677
652,1642982400000,2380836270.455122
653,1643068800000,3185161141.2267537
654,1643155200000,2500106156.591868
655,1643241600000,3242791082.7998934
656,1643328000000,2752172909.832315
657,1643414400000,2625552677.813721
658,1643500800000,2292738751.3174086
659,1643587200000,2120800271.1205068
660,1643673600000,2593396517.1199713
661,1643760000000,2553543909.3620844
662,1643846400000,2495342755.8027205
663,1643932800000,2386661276.5350885
664,1644019200000,2909130867.7860937
665,1644105600000,2530469004.389346
666,1644192000000,1777811138.8311546
667,1644278400000,4986719034.923662
668,1644364800000,6887902807.173895
669,1644451200000,4535621390.0793
670,1644537600000,3983078310.331958
671,1644624000000,3708716005.6494393
672,1644710400000,3853073023.8076897
673,1644796800000,3085176044.0806017
674,1644883200000,3147538928.000717
675,1644969600000,3043829789.363568
676,1645056000000,2930845329.80358
677,1645142400000,3303770867.844775
678,1645228800000,3429752250.87647
679,1645315200000,4253979000.495266
680,1645401600000,3922516717.5710244
681,1645488000000,4439011970.562481
682,1645574400000,4599434726.372438
683,1645660800000,3840839043.6681924
684,1645747200000,5932775744.138649
685,1645833600000,4633609414.809206
686,1645920000000,4076260609.6079364
687,1646006400000,3731215035.1125417
688,1646092800000,4355925146.495378
689,1646179200000,3831187527.9892244
690,1646265600000,3145198651.708127
691,1646352000000,3246276258.46261
692,1646438400000,3340359216.669842
693,1646524800000,3644210569.6312237
694,1646611200000,3212597507.684128
695,1646697600000,4149973566.529719
696,1646784000000,3407151329.6439953
697,1646870400000,3989146224.5449605
698,1646956800000,3914195838.985968
699,1647043200000,4887949135.758494
700,1647129600000,5030802269.117742
701,1647216000000,3630836811.535966
702,1647302400000,3789866664.84478
703,1647388800000,3438081456.373995
704,1647475200000,4063597298.4246235
705,1647561600000,3505833298.610652
706,1647648000000,3518410195.619233
707,1647734400000,3627461259.2091393
708,1647820800000,2799660154.683884
709,1647907200000,3677001141.019201
710,1647993600000,3549893085.552186
711,1648080000000,3256620136.1043563
712,1648166400000,2788824891.43428
713,1648252800000,1983331996.3482928
714,1648339200000,1421460060.3801568
715,1648425600000,1855295728.8144586
716,1648512000000,3277202257.529429
717,1648598400000,2363256678.4533124
718,1648684800000,2300476564.6465573
719,1648771200000,2910917620.602431
720,1648857600000,2553508655.7091336
721,1648944000000,2067165078.9801276
722,1649030400000,1819121861.203156
723,1649116800000,2337211874.3592877
724,1649203200000,2017746802.820634
725,1649289600000,3043359043.011921
726,1649376000000,2580151283.399397
727,1649462400000,2728014121.05299
728,1649548800000,2248538561.7904735
729,1649635200000,2353543395.1507244
730,1649711528000,3422791032.3510647
