,Time,Binance Market Cap
0,1586476800000,2271676119.4907784
1,1586563200000,2073910713.8429258
2,1586649600000,2087481774.1363175
3,1586736000000,2178116505.78815
4,1586822400000,2272857627.6622605
5,1586908800000,2357467179.205417
6,1586995200000,2207839720.3607697
7,1587081600000,2369647148.5940456
8,1587168000000,2370773171.7872663
9,1587254400000,2448080536.0223794
10,1587340800000,2377982679.590395
11,1587427200000,2228118491.7570333
12,1587513600000,2232531184.047116
13,1587600000000,2319816863.694298
14,1587686400000,2353229636.8727207
15,1587772800000,2352743588.494633
16,1587859200000,2402829550.629272
17,1587945600000,2419596600.6712656
18,1588032000000,2423050238.754496
19,1588118400000,2419444104.3851547
20,1588204800000,2563905019.005386
21,1588291200000,2521986646.0992293
22,1588377600000,2584203457.0105963
23,1588464000000,2594586018.023593
24,1588550400000,2526415835.1669164
25,1588636800000,2503993914.5150027
26,1588723200000,2490362707.68423
27,1588809600000,2471282824.909132
28,1588896000000,2525210913.3767586
29,1588982400000,2536683339.7633896
30,1589068800000,2495851840.77263
31,1589155200000,2258003159.3085427
32,1589241600000,2231962404.7689114
33,1589328000000,2327383911.2319427
34,1589414400000,2390558640.3661294
35,1589500800000,2418544120.370333
36,1589587200000,2317509550.3867197
37,1589673600000,2371381209.7246
38,1589760000000,2407687200.4762278
39,1589846400000,2456333484.604976
40,1589932800000,2542931077.0229716
41,1590019200000,2496496117.670325
42,1590105600000,2378561522.0209627
43,1590192000000,2433514189.1309667
44,1590278400000,2432310884.606986
45,1590364800000,2364976579.025716
46,1590451200000,2416857097.4160295
47,1590537600000,2395241252.1863637
48,1590624000000,2430831282.617362
49,1590710400000,2519147859.662903
50,1590796800000,2514242773.5231204
51,1590883200000,2623199554.996485
52,1590969600000,2508703324.268179
53,1591056000000,2655040579.638382
54,1591142400000,2555160161.912837
55,1591228800000,2592716465.79479
56,1591315200000,2622151848.8793354
57,1591401600000,2609083547.6139207
58,1591488000000,2594510241.243783
59,1591574400000,2569939047.803725
60,1591660800000,2577895737.5594263
61,1591747200000,2566693310.4844394
62,1591833600000,2567525315.8305535
63,1591920000000,2405200798.5210166
64,1592006400000,2458716489.464939
65,1592092800000,2482197891.362207
66,1592179200000,2450773581.1365023
67,1592265600000,2422013097.527766
68,1592352000000,2426825300.850088
69,1592438400000,2424884750.756174
70,1592524800000,2394325177.8205113
71,1592611200000,2361132693.7891955
72,1592697600000,2373897719.7149124
73,1592784000000,2358874801.5481806
74,1592870400000,2437229810.816067
75,1592956800000,2417477041.4239235
76,1593043200000,2370741002.541043
77,1593129600000,2353394947.3436666
78,1593216000000,2330947468.521242
79,1593302400000,2244154724.2146554
80,1593388800000,2273304407.392324
81,1593475200000,2288640054.1966186
82,1593561600000,2283276873.7562456
83,1593648000000,2341084177.1575685
84,1593734400000,2271469452.384509
85,1593820800000,2264032087.7304187
86,1593907200000,2297513032.595132
87,1593993600000,2289383666.6296763
88,1594080000000,2412542715.3395653
89,1594166400000,2480460217.1846757
90,1594252800000,2541966350.3867364
91,1594339200000,2485639478.8712196
92,1594425600000,2547754640.775417
93,1594512000000,2604910436.970678
94,1594598400000,2698495512.134894
95,1594684800000,2715245514.9643817
96,1594771200000,2675828065.214395
97,1594857600000,2603200688.7911263
98,1594944000000,2536635434.4637985
99,1595030400000,2523851243.1158524
100,1595116800000,2534108968.2212358
101,1595203200000,2665508175.6084304
102,1595289600000,2585027026.4680834
103,1595376000000,2623383923.4302955
104,1595462400000,2659506640.3949366
105,1595548800000,2760438295.9559746
106,1595635200000,2834374931.4004855
107,1595721600000,2935074481.7602634
108,1595808000000,2885760248.0615215
109,1595894400000,2910698837.6927166
110,1595980800000,2981283364.288104
111,1596067200000,2937168739.556445
112,1596153600000,2965551533.5553617
113,1596240000000,3060607052.3759594
114,1596326400000,3199992932.004054
115,1596412800000,3086470430.666615
116,1596499200000,3239321258.8805118
117,1596585600000,3293276431.1433253
118,1596672000000,3438061584.3995376
119,1596758400000,3370982469.604111
120,1596844800000,3278820417.3771663
121,1596931200000,3378074822.8434706
122,1597017600000,3315615444.52618
123,1597104000000,3339788962.5250287
124,1597190400000,3114747466.7359214
125,1597276800000,3188863589.722237
126,1597363200000,3215330089.174842
127,1597449600000,3404939838.3994946
128,1597536000000,3387732401.9469113
129,1597622400000,3473865123.87327
130,1597708800000,3476788975.014206
131,1597795200000,3397690721.6801467
132,1597881600000,3302382351.2778296
133,1597968000000,3414255884.599508
134,1598054400000,3260640031.8602395
135,1598140800000,3277780668.5864797
136,1598227200000,3233813725.379268
137,1598313600000,3336417081.5551314
138,1598400000000,3176756104.727373
139,1598486400000,3295697167.2175984
140,1598572800000,3411961399.9894276
141,1598659200000,3413764685.101583
142,1598745600000,3408734637.1192765
143,1598832000000,3486695535.7498837
144,1598918400000,3429200221.899609
145,1599004800000,3678647220.13556
146,1599091200000,3644800878.5971384
147,1599177600000,3057090063.010929
148,1599264000000,3101433925.4020534
149,1599350400000,2870047729.5380454
150,1599436800000,3441897088.2076416
151,1599523200000,3289616682.4529815
152,1599609600000,3391729400.819674
153,1599696000000,3606231301.6235266
154,1599782400000,3603704433.991752
155,1599868800000,3752802265.119167
156,1599955200000,4189027940.767463
157,1600041600000,4578726414.545887
158,1600128000000,4512125844.064322
159,1600214400000,4009700860.4941754
160,1600300800000,4122357757.56389
161,1600387200000,3959528315.0560274
162,1600473600000,3976466685.154942
163,1600560000000,4024066272.6573086
164,1600646400000,3891106120.858083
165,1600732800000,3493931691.129836
166,1600819200000,3535552468.393081
167,1600905600000,3373414662.270313
168,1600992000000,3626151929.2579103
169,1601078400000,3635723607.8745704
170,1601164800000,3874918801.864329
171,1601251200000,3864067179.6542735
172,1601337600000,3964694603.56834
173,1601424000000,4253400066.790345
174,1601510400000,4325855176.035254
175,1601596800000,4036519254.14418
176,1601683200000,4021625433.981785
177,1601769600000,4184514172.408719
178,1601856000000,4283270102.311906
179,1601942400000,4235422294.4251127
180,1602028800000,4081175972.411447
181,1602115200000,4093867354.474435
182,1602201600000,4090366937.1627183
183,1602288000000,4198511785.695526
184,1602374400000,4178281516.429207
185,1602460800000,4216513538.6379657
186,1602547200000,4529414810.436585
187,1602633600000,4536387303.784849
188,1602720000000,4566346921.865745
189,1602806400000,4615821052.678012
190,1602892800000,4436816337.992663
191,1602979200000,4471124012.698126
192,1603065600000,4528416810.2740555
193,1603152000000,4422322858.349566
194,1603238400000,4241175299.4954963
195,1603324800000,4374680295.690144
196,1603411200000,4520768370.052209
197,1603497600000,4521344664.32785
198,1603584000000,4517960819.150934
199,1603670400000,4446242745.625003
200,1603756800000,4603816454.737595
201,1603843200000,4683647247.1061
202,1603929600000,4484041908.978538
203,1604016000000,4420211966.048975
204,1604102400000,4216701943.861658
205,1604188800000,4195740161.800611
206,1604275200000,4189298124.874467
207,1604361600000,4129579048.05467
208,1604448000000,3964658696.983034
209,1604534400000,3967025116.0989704
210,1604620800000,4094007654.9120317
211,1604707200000,4277111583.0896845
212,1604793600000,4095631471.42624
213,1604880000000,4188047516.4405794
214,1604966400000,4123746337.8883257
215,1605052800000,4166476642.6499786
216,1605139200000,4116039125.5761733
217,1605225600000,4082305596.914276
218,1605312000000,4164934047.7832813
219,1605398400000,4138996735.163435
220,1605484800000,4078970764.357405
221,1605571200000,4142983110.0273514
222,1605657600000,4214237524.1577663
223,1605744000000,4153238203.9986515
224,1605830400000,4147358204.585626
225,1605916800000,4272178890.3894467
226,1606003200000,4508909727.234483
227,1606089600000,4442355802.130595
228,1606176000000,4543628008.752998
229,1606262400000,4982769840.406043
230,1606348800000,4638993020.327642
231,1606435200000,4160410878.601351
232,1606521600000,4205742907.961242
233,1606608000000,4300575783.620462
234,1606694400000,4451872526.18575
235,1606780800000,4628855599.420553
236,1606867200000,4456593037.752746
237,1606953600000,4485798669.948128
238,1607040000000,4532470312.734571
239,1607126400000,4313659353.384783
240,1607212800000,4395591397.934824
241,1607299200000,4358178089.7922735
242,1607385600000,4341263148.865393
243,1607472000000,4099895788.270019
244,1607558400000,4167230661.076464
245,1607644800000,4097433907.2959285
246,1607731200000,4051182427.359371
247,1607817600000,4163931310.434167
248,1607904000000,4284844712.4802995
249,1607990400000,4423709692.446076
250,1608076800000,4363659616.569024
251,1608163200000,4502642498.3104515
252,1608249600000,4458380241.204621
253,1608336000000,4575748263.384468
254,1608422400000,4916865111.165444
255,1608508800000,5051713693.403217
256,1608595200000,4777115837.70322
257,1608681600000,4945772817.2023
258,1608768000000,4660064269.514709
259,1608854400000,4814447228.089379
260,1608940800000,4899865020.948586
261,1609027200000,4954948231.448557
262,1609113600000,4973685729.749473
263,1609200000000,5302039004.723987
264,1609286400000,5722427540.454511
265,1609372800000,5644561342.625012
266,1609459200000,5507755823.482548
267,1609545600000,5584591445.479913
268,1609632000000,5664992538.860413
269,1609718400000,6162622121.465481
270,1609804800000,5860212415.082251
271,1609891200000,6146043355.419785
272,1609977600000,6213203841.025946
273,1610064000000,6360257240.65883
274,1610150400000,6257342788.151831
275,1610236800000,6535325408.396228
276,1610323200000,6321067625.073282
277,1610409600000,5708211117.642347
278,1610496000000,5655761600.931015
279,1610582400000,5950937294.099859
280,1610668800000,6162213630.697031
281,1610755200000,6085115283.863143
282,1610841600000,6408266290.294945
283,1610928000000,6811733847.335682
284,1611014400000,6697976479.659836
285,1611100800000,6375499623.76684
286,1611187200000,6266849381.663175
287,1611273600000,5774109832.68915
288,1611360000000,5972297132.161497
289,1611446400000,6025125570.096895
290,1611532800000,6175849056.405198
291,1611619200000,6118277883.105456
292,1611705600000,6125248409.288884
293,1611792000000,6046117020.91682
294,1611878400000,6283476043.155616
295,1611964800000,6337205523.632562
296,1612051200000,6604362183.837016
297,1612137600000,6522941333.935256
298,1612224000000,7583767269.190991
299,1612310400000,7569477058.56905
300,1612396800000,7735129472.072181
301,1612483200000,8333210382.439513
302,1612569600000,10106500512.436033
303,1612656000000,10648242256.756302
304,1612742400000,10133846849.962713
305,1612828800000,11666342815.764996
306,1612915200000,16042189486.944416
307,1613001600000,19029543691.117306
308,1613088000000,18248020592.96308
309,1613174400000,20066593314.135468
310,1613260800000,19799743676.327938
311,1613347200000,20235468424.048496
312,1613433600000,19096962299.56091
313,1613520000000,19173445845.066593
314,1613606400000,24144663679.111786
315,1613692800000,28719828748.346386
316,1613779200000,52232341792.26047
317,1613865600000,39186024468.50675
318,1613952000000,45745975207.855705
319,1614038400000,41355468790.23462
320,1614124800000,35160048230.5213
321,1614211200000,39273073153.542694
322,1614297600000,36653635808.81574
323,1614384000000,34347801258.49284
324,1614470400000,34863282195.0899
325,1614556800000,32747054923.74233
326,1614643200000,39775549289.62083
327,1614729600000,37318077555.560394
328,1614816000000,37511795342.74582
329,1614902400000,35579395371.44576
330,1614988800000,34764818409.196365
331,1615075200000,35132140627.2429
332,1615161600000,36937041399.52951
333,1615248000000,37175687161.84234
334,1615334400000,45349664034.30795
335,1615420800000,43134755617.83653
336,1615507200000,44525761191.37331
337,1615593600000,40908235661.641716
338,1615680000000,42898756292.75063
339,1615766400000,41037415793.37244
340,1615852800000,39434323550.85248
341,1615939200000,39929253304.221054
342,1616025600000,41811497472.197235
343,1616112000000,40603807044.01744
344,1616198400000,40708892326.84678
345,1616284800000,41004900988.47188
346,1616371200000,40931038994.92851
347,1616457600000,39834881552.667854
348,1616544000000,39376090108.768486
349,1616630400000,38516791584.363754
350,1616716800000,36192768189.38144
351,1616803200000,39235816415.848915
352,1616889600000,41937086118.26921
353,1616976000000,41484697966.03745
354,1617062400000,42478850221.41467
355,1617148800000,47742356655.602066
356,1617235200000,46841566978.953735
357,1617321600000,52021709574.684296
358,1617408000000,52098346307.81932
359,1617494400000,49920147538.04927
360,1617580800000,53890347090.85982
361,1617667200000,56849486727.353165
362,1617753600000,62712349429.43108
363,1617840000000,58558889933.084465
364,1617926400000,64636587595.50615
365,1618012800000,69006619223.09024
366,1618099200000,72863380910.31287
367,1618185600000,80304972015.62056
368,1618272000000,92356058016.54314
369,1618358400000,85352626250.56746
370,1618444800000,83633350017.25006
371,1618531200000,83889063375.7033
372,1618617600000,79138319032.72491
373,1618704000000,80146564558.26534
374,1618790400000,74374361399.96808
375,1618876800000,78419210502.81401
376,1618963200000,89885987227.80591
377,1619049600000,85489582707.6955
378,1619136000000,79217558867.58391
379,1619222400000,81068966581.40443
380,1619308800000,77665030993.17024
381,1619395200000,78223823141.42642
382,1619481600000,82089500489.02422
383,1619568000000,87911812452.29901
384,1619654400000,86547288167.53143
385,1619740800000,92491549499.68553
386,1619827200000,96328564775.2831
387,1619913600000,95807714763.2703
388,1620000000000,96157809794.48637
389,1620086400000,103965094029.8506
390,1620172800000,94640468017.1736
391,1620259200000,100850357948.66006
392,1620345600000,98151197197.41908
393,1620432000000,96652603380.9141
394,1620518400000,99362109225.36565
395,1620604800000,102284543003.64534
396,1620691200000,98190931850.41058
397,1620777600000,103537013034.41353
398,1620864000000,94580104074.73462
399,1620950400000,87410286002.94731
400,1621036800000,93111282325.00421
401,1621123200000,87136325690.68137
402,1621209600000,87138236383.10445
403,1621296000000,79677505768.43378
404,1621382400000,78540136205.18047
405,1621468800000,53692155787.031265
406,1621555200000,60332411437.02028
407,1621641600000,49571622639.55306
408,1621728000000,46672829740.58369
409,1621814400000,40105004419.42738
410,1621900800000,52912859480.87061
411,1621987200000,52939482766.35376
412,1622073600000,58140464824.59376
413,1622160000000,56812189325.49153
414,1622246400000,51069299261.86949
415,1622332800000,47615841361.244446
416,1622419200000,50312143376.99665
417,1622505600000,54552491112.92581
418,1622592000000,55789519975.40357
419,1622678400000,62216853673.38303
420,1622764800000,66203469970.6911
421,1622851200000,60689527765.42707
422,1622937600000,59846984889.27947
423,1623024000000,60595496609.36863
424,1623110400000,55568008128.47511
425,1623196800000,54677889296.85125
426,1623283200000,58321133322.78771
427,1623369600000,54791987617.99424
428,1623456000000,53238117722.61412
429,1623542400000,53465798044.075775
430,1623628800000,56433712415.26453
431,1623715200000,57233917454.64228
432,1623801600000,57077376078.24857
433,1623888000000,53441971881.88039
434,1623974400000,54283380385.86557
435,1624060800000,52262937024.64517
436,1624147200000,51823405992.95456
437,1624233600000,52532867592.99311
438,1624320000000,42900169324.99198
439,1624406400000,40307776792.15118
440,1624492800000,45761403437.01146
441,1624579200000,47853190843.28099
442,1624665600000,44009190871.738106
443,1624752000000,42798282321.78064
444,1624838400000,44615925834.05021
445,1624924800000,44886803415.530174
446,1625011200000,46872790459.90127
447,1625097600000,46954864788.72594
448,1625184000000,44649305234.25196
449,1625270400000,44372602649.994255
450,1625356800000,46132901612.52061
451,1625443200000,47786813767.72331
452,1625529600000,47061155248.5336
453,1625616000000,49507487066.40898
454,1625702400000,50772663395.84581
455,1625788800000,48131735208.82834
456,1625875200000,49188528580.239426
457,1625961600000,49113706032.49423
458,1626048000000,49795281333.2416
459,1626134400000,49001034088.52431
460,1626220800000,47747229553.78467
461,1626307200000,47745276433.426186
462,1626393600000,48825663947.81495
463,1626480000000,46692034724.77278
464,1626566400000,46537871655.906
465,1626652800000,46928323583.64445
466,1626739200000,43760548275.471375
467,1626825600000,41138851777.04929
468,1626912000000,45239141513.15342
469,1626998400000,45356934262.17084
470,1627084800000,45972042411.20604
471,1627171200000,46583469226.00497
472,1627257600000,47183893750.72237
473,1627344000000,47090950811.835976
474,1627430400000,48212394058.5421
475,1627516800000,48440837958.95631
476,1627603200000,49354872792.007515
477,1627689600000,49890385871.61259
478,1627776000000,51852888023.74996
479,1627862400000,51248696205.63272
480,1627948800000,51220580709.04743
481,1628035200000,50072708742.12465
482,1628121600000,51783149635.80224
483,1628208000000,52300826066.09576
484,1628294400000,52876121037.14549
485,1628380800000,54880391473.926216
486,1628467200000,52793795858.293
487,1628553600000,54561563300.34518
488,1628640000000,57472301267.84832
489,1628726400000,60548205332.75795
490,1628812800000,59332763048.56222
491,1628899200000,63016725340.47912
492,1628985600000,63344089223.878555
493,1629072000000,63784043199.77024
494,1629158400000,65224358497.13265
495,1629244800000,62280876139.74908
496,1629331200000,62145691624.651505
497,1629417600000,65726343115.57676
498,1629504000000,70037579538.80284
499,1629590400000,69659003452.0214
500,1629676800000,69395126714.92691
501,1629763200000,77267801785.69308
502,1629849600000,73440151948.04544
503,1629936000000,77788566247.38934
504,1630022400000,75086628042.77792
505,1630108800000,76421141931.36273
506,1630195200000,75061435375.20934
507,1630281600000,74282424323.4163
508,1630368000000,71302040315.8845
509,1630454400000,72059236389.63062
510,1630540800000,75616163844.14787
511,1630627200000,74934946404.6364
512,1630713600000,75183682793.79868
513,1630800000000,77210985540.40028
514,1630886400000,77580110429.22977
515,1630972800000,76823850589.04639
516,1631059200000,64719149899.39477
517,1631145600000,64391771501.81906
518,1631232000000,65361763607.67077
519,1631318400000,62065949287.93618
520,1631404800000,62448302557.367645
521,1631491200000,64725512440.31579
522,1631577600000,61836604514.0765
523,1631664000000,63965140618.53152
524,1631750400000,66397294535.7022
525,1631836800000,65615252928.99098
526,1631923200000,63043960569.65185
527,1632009600000,63476626164.37432
528,1632096000000,63338039422.34862
529,1632182400000,55807688333.67029
530,1632268800000,53142685672.709526
531,1632355200000,58386015867.00316
532,1632441600000,59372501849.194
533,1632528000000,55591125028.50592
534,1632614400000,54335702254.9369
535,1632700800000,54001567375.673996
536,1632787200000,51867223800.6998
537,1632873600000,51521247447.87336
538,1632960000000,56833140653.68402
539,1633046400000,59862261975.878426
540,1633132800000,65027593878.11336
541,1633219200000,66403151475.90375
542,1633305600000,66727470440.89087
543,1633392000000,66091266343.135185
544,1633478400000,68612810246.75586
545,1633564800000,67279547298.14212
546,1633651200000,67866518612.22393
547,1633737600000,64773787608.15221
548,1633824000000,65232908458.29749
549,1633910400000,62527397932.99623
550,1633996800000,63683402507.01241
551,1634083200000,73896020833.16838
552,1634169600000,78760669251.04555
553,1634256000000,79032448286.10008
554,1634342400000,80060746880.21066
555,1634428800000,78849039775.0317
556,1634515200000,79058266963.29211
557,1634601600000,81885592095.6499
558,1634688000000,82011979459.14874
559,1634774400000,84745122606.4623
560,1634860800000,79624573356.90178
561,1634947200000,80952725832.11777
562,1635033600000,81934945154.53473
563,1635120000000,80199757017.45264
564,1635206400000,81913681359.43121
565,1635292800000,80677268288.5376
566,1635379200000,75903656465.65352
567,1635465600000,82561621362.28908
568,1635552000000,88860227505.95818
569,1635638400000,88364902395.50041
570,1635724800000,88397508686.16068
571,1635811200000,92000730617.12926
572,1635897600000,93300469526.21828
573,1635984000000,95580886279.62439
574,1636070400000,93684809790.80734
575,1636156800000,102239350031.91696
576,1636243200000,106678784796.95503
577,1636329600000,109351224513.36607
578,1636416000000,110441230385.45178
579,1636502400000,107121024764.02724
580,1636588800000,102244405701.09842
581,1636675200000,106206623233.60594
582,1636761600000,105472491968.83057
583,1636848000000,109752105406.01126
584,1636934400000,109344591546.65788
585,1637020800000,107179034486.68674
586,1637107200000,99072575969.34612
587,1637193600000,97395197941.88988
588,1637280000000,89273538349.98795
589,1637366400000,97897877035.36423
590,1637452800000,101748904918.52667
591,1637539200000,99417134265.90721
592,1637625600000,94141555128.42072
593,1637712000000,99757241785.07602
594,1637798400000,99379066100.37683
595,1637884800000,107424492828.26445
596,1637971200000,98163785738.51369
597,1638057600000,100563350064.07237
598,1638144000000,102859413042.39499
599,1638230400000,104784648775.37642
600,1638316800000,104925562003.6331
601,1638403200000,105462458343.29141
602,1638489600000,104330222381.41449
603,1638576000000,100528004276.42007
604,1638662400000,95335338060.06216
605,1638748800000,93250170464.80862
606,1638835200000,98720942135.86618
607,1638921600000,97186791666.94543
608,1639008000000,101696478776.10591
609,1639094400000,96991666247.38249
610,1639180800000,93909797723.08975
611,1639267200000,95058056440.36154
612,1639353600000,95781352542.45345
613,1639440000000,88136999321.73947
614,1639526400000,88467152917.59581
615,1639612800000,90516070605.93126
616,1639699200000,88739042728.2347
617,1639785600000,88621998225.15762
618,1639872000000,90157712271.86766
619,1639958400000,89132593996.60892
620,1640044800000,88675975411.82384
621,1640131200000,89294190471.49745
622,1640217600000,90182492751.57364
623,1640304000000,92280915089.05827
624,1640390400000,91373285919.82881
625,1640476800000,92441360231.32367
626,1640563200000,92035994606.58185
627,1640649600000,95279493611.64384
628,1640736000000,90330999470.31949
629,1640822400000,86121656107.6653
630,1640908800000,87050521604.65057
631,1640995200000,86323960659.40782
632,1641081600000,88661538317.93062
633,1641168000000,89522189019.5565
634,1641254400000,86379864692.99603
635,1641340800000,86116119394.8199
636,1641427200000,80376575794.46985
637,1641513600000,80086178245.53891
638,1641600000000,75431982009.16672
639,1641686400000,72662332918.36339
640,1641772800000,73802928625.34749
641,1641859200000,71469070530.31258
642,1641945600000,78027582165.11958
643,1642032000000,81968927554.14449
644,1642118400000,80256860311.51465
645,1642204800000,82170008339.50629
646,1642291200000,83034121647.52852
647,1642377600000,83904334598.77933
648,1642464000000,80113395111.70406
649,1642550400000,79371321638.67601
650,1642636800000,78467831653.85156
651,1642723200000,74494921473.01782
652,1642809600000,64653946477.53362
653,1642896000000,60116625363.670944
654,1642982400000,64459934780.33848
655,1643068800000,62631584015.912094
656,1643155200000,64635129351.40751
657,1643241600000,63597418218.23682
658,1643328000000,65799279877.53618
659,1643414400000,64930462385.454254
660,1643500800000,65455197964.94471
661,1643587200000,63620799335.23713
662,1643673600000,63111084940.62619
663,1643760000000,64988396077.18928
664,1643846400000,61845292783.10847
665,1643932800000,62279822866.07972
666,1644019200000,67023578508.59132
667,1644105600000,69907252285.91177
668,1644192000000,70526761117.54468
669,1644278400000,73021174370.41232
670,1644364800000,68941548308.23026
671,1644451200000,71003391605.57011
672,1644537600000,69943257673.95715
673,1644624000000,67387149413.09772
674,1644710400000,67644926163.61093
675,1644796800000,67161724930.411766
676,1644883200000,67927392995.635315
677,1644969600000,72921371863.18454
678,1645056000000,72209779015.14417
679,1645142400000,67768130125.47836
680,1645228800000,67290288640.625626
681,1645315200000,67268132030.639
682,1645401600000,64427436020.24641
683,1645488000000,60272497691.14773
684,1645574400000,62997037014.43592
685,1645660800000,61823423821.17144
686,1645747200000,60666123711.91457
687,1645833600000,63040996747.37649
688,1645920000000,62626174042.79944
689,1646006400000,60867607019.914635
690,1646092800000,66424867796.34133
691,1646179200000,68682205857.10456
692,1646265600000,68815406699.78511
693,1646352000000,67836012886.51726
694,1646438400000,63038204707.347404
695,1646524800000,64694552915.98726
696,1646611200000,63077523633.75106
697,1646697600000,63911307485.45487
698,1646784000000,64220105349.65272
699,1646870400000,66202668578.4044
700,1646956800000,62505187316.17649
701,1647043200000,62803713530.74828
702,1647129600000,62799547814.066925
703,1647216000000,60866119883.07311
704,1647302400000,62671877529.375824
705,1647388800000,62545699437.98864
706,1647475200000,64769916794.3659
707,1647561600000,65846032213.57711
708,1647648000000,66860410901.468994
709,1647734400000,67167808769.26283
710,1647820800000,65740764174.25152
711,1647907200000,66563040409.07858
712,1647993600000,67944911784.28478
713,1648080000000,68533085664.445015
714,1648166400000,69570163337.93143
715,1648252800000,69101357831.00623
716,1648339200000,69918476312.58119
717,1648425600000,72171510772.34586
718,1648512000000,72525569986.30646
719,1648598400000,73031351753.69048
720,1648684800000,74528326961.8592
721,1648771200000,72076475923.10056
722,1648857600000,74975843094.60384
723,1648944000000,73580203376.82477
724,1649030400000,75453944280.38243
725,1649116800000,75127757360.83472
726,1649203200000,75257138923.67526
727,1649289600000,70913339346.85448
728,1649376000000,73491424319.16377
729,1649462400000,70595674729.47571
730,1649523509000,71289233152.15862
