,Time,Solana Volume
0,1586563200000,92672667.43447028
1,1586649600000,49458692.875223994
2,1586736000000,37821009.955602355
3,1586822400000,19579214.89293177
4,1586908800000,17523533.049867075
5,1586995200000,12659541.408408837
6,1587081600000,23132895.9095158
7,1587168000000,10227034.752456626
8,1587254400000,10199318.163159857
9,1587340800000,9789186.730548004
10,1587427200000,8763891.031037511
11,1587513600000,9610841.993019182
12,1587600000000,18146790.14448149
13,1587686400000,13659849.485801896
14,1587772800000,8959427.13964603
15,1587859200000,7324961.274114759
16,1587945600000,8493459.048447348
17,1588032000000,7534010.521157354
18,1588118400000,7387289.032147021
19,1588204800000,8964597.270530097
20,1588291200000,5182978.537733341
21,1588377600000,4174109.6429038513
22,1588464000000,3457574.5570013877
23,1588550400000,3375393.730010124
24,1588636800000,3467483.256730908
25,1588723200000,2903980.8568524625
26,1588809600000,2715223.2877061805
27,1588896000000,3385522.0174709754
28,1588982400000,2493703.55942783
29,1589068800000,2126230.1519960337
30,1589155200000,2370841.7230691817
31,1589241600000,2113480.526002199
32,1589328000000,2182277.4116870984
33,1589414400000,2337721.3827509126
34,1589500800000,548910.1111122454
35,1589587200000,1837728.914580343
36,1589673600000,2286736.274938201
37,1589760000000,2950437.821089827
38,1589846400000,3280890.995949265
39,1589932800000,2375972.6144311675
40,1590019200000,2306268.656301432
41,1590105600000,2791803.410911919
42,1590192000000,3449950.8698416166
43,1590278400000,2624526.4581755586
44,1590364800000,2831384.6236669393
45,1590451200000,4453912.36455054
46,1590537600000,2703457.5841550757
47,1590624000000,2545885.09382515
48,1590710400000,2654599.496858454
49,1590796800000,2051249.6504508469
50,1590883200000,2439529.3289575824
51,1590969600000,1936502.3610925872
52,1591056000000,2232352.346863049
53,1591142400000,1384105.1497734163
54,1591228800000,888236.6647254211
55,1591315200000,863889.7763493777
56,1591401600000,4253926.368138953
57,1591488000000,1644975.9479360643
58,1591574400000,778127.9330190483
59,1591660800000,1450401.0511809927
60,1591747200000,934660.1510810163
61,1591833600000,1145633.2872963657
62,1591920000000,1164520.213589104
63,1592006400000,962192.2023448921
64,1592092800000,753788.2633049818
65,1592179200000,915552.325663399
66,1592265600000,1052111.2592694547
67,1592352000000,679085.216200979
68,1592438400000,704810.1888912406
69,1592524800000,1372641.01989903
70,1592611200000,7055205.212782311
71,1592697600000,1745226.9861953105
72,1592784000000,2287434.9791924166
73,1592870400000,1654719.03275172
74,1592956800000,1383543.515394181
75,1593043200000,2827321.0318965996
76,1593129600000,1804323.6591062366
77,1593216000000,1673667.3915581722
78,1593302400000,1710200.3756398568
79,1593388800000,3419777.1925617917
80,1593475200000,2179078.5022104667
81,1593561600000,4200596.310608971
82,1593648000000,1840101.230846373
83,1593734400000,1796842.5276823917
84,1593820800000,1136961.5458983239
85,1593907200000,1683516.1067310176
86,1593993600000,3820984.230135418
87,1594080000000,1164528.5162276954
88,1594166400000,1711217.8737984726
89,1594252800000,2258517.8140890417
90,1594339200000,2615952.924425641
91,1594425600000,1871221.381625289
92,1594512000000,1733700.4838324187
93,1594598400000,4779890.404796757
94,1594684800000,4064986.8593240106
95,1594771200000,2236363.0616940595
96,1594857600000,3361791.9274219424
97,1594944000000,9296866.059843082
98,1595030400000,11550958.719088707
99,1595116800000,2951092.759333697
100,1595203200000,2231346.892892173
101,1595289600000,3041235.988885012
102,1595376000000,4296502.831840978
103,1595462400000,5381567.012406718
104,1595548800000,3051275.6707602446
105,1595635200000,2030487.6493153644
106,1595721600000,9847485.817662286
107,1595808000000,9916449.44921899
108,1595894400000,34618880.39774075
109,1595980800000,9748575.381711468
110,1596067200000,11129957.57810826
111,1596153600000,5611511.032735667
112,1596240000000,5087571.122031662
113,1596326400000,4748192.135285872
114,1596412800000,6698349.656645603
115,1596499200000,5778334.689310662
116,1596585600000,5584908.268188476
117,1596672000000,5569521.620614501
118,1596758400000,10399801.556090286
119,1596844800000,7707429.070748664
120,1596931200000,10257501.939669047
121,1597017600000,11357917.296250584
122,1597104000000,22017721.74290488
123,1597190400000,34022534.26369051
124,1597276800000,27350570.77388378
125,1597363200000,28936940.781297173
126,1597449600000,19041477.056082636
127,1597536000000,13945414.886381749
128,1597622400000,10367526.298214646
129,1597708800000,11222688.377130892
130,1597795200000,29613499.054796744
131,1597881600000,15448650.496923096
132,1597968000000,13595404.010378797
133,1598054400000,12006369.819543839
134,1598140800000,10159244.74494122
135,1598227200000,11705563.476910876
136,1598313600000,15583655.536926841
137,1598400000000,12533596.20470018
138,1598486400000,22112806.023894925
139,1598572800000,21498130.288651012
140,1598659200000,26740109.116042912
141,1598745600000,14534080.230702233
142,1598832000000,22083311.984774828
143,1598918400000,19476155.185270272
144,1599004800000,16073140.847875303
145,1599091200000,23121094.981106814
146,1599177600000,27187766.957454216
147,1599264000000,17857611.36846
148,1599350400000,25742235.853560265
149,1599436800000,18512975.690539997
150,1599523200000,15992080.626502352
151,1599609600000,10503232.091517104
152,1599696000000,46180176.27343093
153,1599782400000,31817980.375814505
154,1599868800000,16519855.116028652
155,1599955200000,10193775.121683143
156,1600041600000,15375145.93697348
157,1600128000000,21853783.60876622
158,1600214400000,12635260.000412077
159,1600300800000,24795333.687555198
160,1600387200000,21791980.63219644
161,1600473600000,22533255.903117426
162,1600560000000,10943760.457857545
163,1600646400000,9294739.741029434
164,1600732800000,19270693.968702458
165,1600819200000,18874481.49614106
166,1600905600000,14564763.145004692
167,1600992000000,16633162.873780875
168,1601078400000,13618464.796439826
169,1601164800000,8801854.27770789
170,1601251200000,7557998.443943798
171,1601337600000,9309539.826511212
172,1601424000000,6850416.403733073
173,1601510400000,5787535.353310377
174,1601596800000,8826242.176135253
175,1601683200000,14212990.242723487
176,1601769600000,5964945.748663193
177,1601856000000,7148795.3663304895
178,1601942400000,8274088.030812653
179,1602028800000,12053371.14959094
180,1602115200000,14026928.603023551
181,1602201600000,18962028.194038983
182,1602288000000,14326709.102963934
183,1602374400000,10183145.724821746
184,1602460800000,7287675.814385024
185,1602547200000,15148498.562808538
186,1602633600000,13892838.741344552
187,1602720000000,10350998.488724299
188,1602806400000,8122715.968983821
189,1602892800000,15223420.219593452
190,1602979200000,6335659.683846947
191,1603065600000,5687385.028653056
192,1603152000000,8565815.857466063
193,1603238400000,15641566.709200725
194,1603324800000,23297280.721893147
195,1603411200000,13454997.575523896
196,1603497600000,11186213.356340406
197,1603584000000,6919606.692459674
198,1603670400000,9185870.299509026
199,1603756800000,13591649.240590198
200,1603843200000,15297050.598319847
201,1603929600000,15939411.515576778
202,1604016000000,8662606.661041781
203,1604102400000,9349348.871776775
204,1604188800000,6702913.199915457
205,1604275200000,7044518.693985352
206,1604361600000,6491093.9037773525
207,1604448000000,6668083.606459433
208,1604534400000,13444944.225189563
209,1604620800000,10875990.980387984
210,1604707200000,29260208.082079533
211,1604793600000,69505254.93434788
212,1604880000000,35274009.490947016
213,1604966400000,23430879.829114553
214,1605052800000,17683772.994641323
215,1605139200000,17995064.27824164
216,1605225600000,14316052.703740103
217,1605312000000,10853681.100996608
218,1605398400000,7480703.339548037
219,1605484800000,17895366.80890147
220,1605571200000,20610242.317284264
221,1605657600000,15969353.057183925
222,1605744000000,13848265.661515675
223,1605830400000,9316529.247631349
224,1605916800000,10371769.862920254
225,1606003200000,25366504.823793355
226,1606089600000,20574885.270062737
227,1606176000000,18928875.39550107
228,1606262400000,32072469.88442561
229,1606348800000,31314180.50158886
230,1606435200000,41413742.502415486
231,1606521600000,16043158.39733107
232,1606608000000,13543976.251381855
233,1606694400000,7475716.686282049
234,1606780800000,10302108.662414199
235,1606867200000,15857429.667479658
236,1606953600000,20110298.14090546
237,1607040000000,26145331.304000676
238,1607126400000,12376166.936333302
239,1607212800000,10627298.671877306
240,1607299200000,10598081.573961524
241,1607385600000,10468359.685002154
242,1607472000000,17112369.527682714
243,1607558400000,16742998.45128931
244,1607644800000,9081181.441213774
245,1607731200000,10757763.654799256
246,1607817600000,9176582.194922846
247,1607904000000,10831419.615199426
248,1607990400000,10852348.235007472
249,1608076800000,25707468.385520007
250,1608163200000,20667383.028789427
251,1608249600000,19771583.134829283
252,1608336000000,9944183.27492898
253,1608422400000,11133539.429365838
254,1608508800000,11294828.80348789
255,1608595200000,10231076.96252841
256,1608681600000,14598569.95920073
257,1608768000000,21811152.391227532
258,1608854400000,11669615.744971463
259,1608940800000,11302457.898446823
260,1609027200000,8569139.626475705
261,1609113600000,15721103.749787897
262,1609200000000,16248544.099952295
263,1609286400000,34126955.314970545
264,1609372800000,16897738.266745638
265,1609459200000,17111375.741750743
266,1609545600000,32991393.10011804
267,1609632000000,41366106.07008067
268,1609718400000,71243785.08334851
269,1609804800000,74768826.60691226
270,1609891200000,65041612.88843685
271,1609977600000,66770224.861168616
272,1610064000000,219251174.2197483
273,1610150400000,286755149.1133893
274,1610236800000,120168621.41585141
275,1610323200000,80904486.74204415
276,1610409600000,106045335.58882752
277,1610496000000,97551374.06150249
278,1610582400000,75016318.35179248
279,1610668800000,76404702.33595315
280,1610755200000,58075508.18361369
281,1610841600000,99803415.70677254
282,1610928000000,93623327.60068645
283,1611014400000,92855359.6361952
284,1611100800000,70082464.78928855
285,1611187200000,58455688.05431196
286,1611273600000,56210951.531339064
287,1611360000000,78912922.70962742
288,1611446400000,34563933.459064916
289,1611532800000,39857016.48670482
290,1611619200000,102071940.74413401
291,1611705600000,99915130.853126
292,1611792000000,41769652.736767605
293,1611878400000,39406683.91005037
294,1611964800000,56780983.11915729
295,1612051200000,67081650.437249236
296,1612137600000,97446415.859447
297,1612224000000,46965792.231593795
298,1612310400000,123805679.78884633
299,1612396800000,94154842.87095357
300,1612483200000,136705073.21189842
301,1612569600000,122560651.23753116
302,1612656000000,134130068.36753744
303,1612742400000,133124403.50118582
304,1612828800000,198992540.37720096
305,1612915200000,155211915.61724132
306,1613001600000,151648521.93150106
307,1613088000000,201126010.15108156
308,1613174400000,114926769.55619727
309,1613260800000,116673415.15525527
310,1613347200000,111434979.06446631
311,1613433600000,109980858.18916675
312,1613520000000,72282574.1446148
313,1613606400000,95778536.21248828
314,1613692800000,93285838.88247588
315,1613779200000,337882476.3629094
316,1613865600000,151686888.40429655
317,1613952000000,185663015.63880062
318,1614038400000,745502104.7831652
319,1614124800000,1244332504.0368009
320,1614211200000,653765450.5243506
321,1614297600000,528005152.61285347
322,1614384000000,439215087.7936575
323,1614470400000,331645301.8971598
324,1614556800000,388225411.00663006
325,1614643200000,392440888.40344346
326,1614729600000,225140396.16056278
327,1614816000000,196774080.8443388
328,1614902400000,147658517.89297044
329,1614988800000,114430118.94230543
330,1615075200000,151724548.43234462
331,1615161600000,176392184.74589956
332,1615248000000,135033736.39428464
333,1615334400000,167995189.73188934
334,1615420800000,146460475.43541464
335,1615507200000,296645197.9026507
336,1615593600000,234666311.88987264
337,1615680000000,187955914.4581912
338,1615766400000,111823964.28382453
339,1615852800000,133187836.15549983
340,1615939200000,144943707.17130157
341,1616025600000,118128026.42254479
342,1616112000000,98337016.85098365
343,1616198400000,86842533.95631836
344,1616284800000,86343402.39593284
345,1616371200000,79484161.8717318
346,1616457600000,326592283.75572574
347,1616544000000,133887151.90285721
348,1616630400000,147906709.02353978
349,1616716800000,143844943.83494917
350,1616803200000,183730696.64450446
351,1616889600000,282806957.30753034
352,1616976000000,534850426.5573704
353,1617062400000,266282434.7053076
354,1617148800000,320692680.3417659
355,1617235200000,255371895.72794142
356,1617321600000,213522852.9244486
357,1617408000000,162070984.46377787
358,1617494400000,600716419.5680904
359,1617580800000,536246712.90027696
360,1617667200000,324307982.04602367
361,1617753600000,404116807.87156296
362,1617840000000,714313720.050788
363,1617926400000,445724093.1060517
364,1618012800000,351754156.4264195
365,1618099200000,340108404.22059625
366,1618185600000,293810895.92842746
367,1618272000000,388174413.34322846
368,1618358400000,327658007.71776986
369,1618444800000,425296729.17071044
370,1618531200000,267944999.8711866
371,1618617600000,294302057.27032316
372,1618704000000,259794445.97361812
373,1618790400000,1456340755.9689653
374,1618876800000,1138689654.5289679
375,1618963200000,982110136.3637146
376,1619049600000,916541281.5816183
377,1619136000000,1619297323.1447806
378,1619222400000,2170847454.238238
379,1619308800000,1508721736.1244557
380,1619395200000,2115947832.9145389
381,1619481600000,1808647601.294896
382,1619568000000,889450121.2961354
383,1619654400000,1328456957.4543355
384,1619740800000,1007552489.8800592
385,1619827200000,715484397.6606659
386,1619913600000,1107804038.4559028
387,1620000000000,736253572.4014621
388,1620086400000,754315146.457899
389,1620172800000,850967614.8898401
390,1620259200000,632988283.9886094
391,1620345600000,496643551.4017424
392,1620432000000,628075167.8004643
393,1620518400000,565022391.0665238
394,1620604800000,631361237.6483146
395,1620691200000,610750904.6029066
396,1620777600000,587946571.6315473
397,1620864000000,1387803968.4736757
398,1620950400000,1273761712.5733151
399,1621036800000,536552649.64154357
400,1621123200000,617414124.1173804
401,1621209600000,2249695072.220029
402,1621296000000,2104910795.048521
403,1621382400000,2063395663.2413113
404,1621468800000,2921072601.0062203
405,1621555200000,2519340039.6724825
406,1621641600000,1807465387.1299965
407,1621728000000,1134738458.8461702
408,1621814400000,1988074629.747088
409,1621900800000,1351443455.141726
410,1621987200000,934610971.7223821
411,1622073600000,1118628986.9193478
412,1622160000000,662066528.4413192
413,1622246400000,624114420.0451146
414,1622332800000,402043440.13746035
415,1622419200000,385506550.2941925
416,1622505600000,556481220.8582711
417,1622592000000,451120119.86649257
418,1622678400000,526537332.91262364
419,1622764800000,1003176056.3730243
420,1622851200000,1090388198.6913736
421,1622937600000,1151594281.2540836
422,1623024000000,825017874.7335211
423,1623110400000,942584607.2080762
424,1623196800000,1825252143.252731
425,1623283200000,1272173444.9534538
426,1623369600000,624242377.7255889
427,1623456000000,558803764.8352512
428,1623542400000,584578781.8182625
429,1623628800000,488535747.5349405
430,1623715200000,564059144.821838
431,1623801600000,508646352.88739556
432,1623888000000,636535388.3933998
433,1623974400000,472927528.3029236
434,1624060800000,481564015.6061824
435,1624147200000,302280531.1963374
436,1624233600000,507507928.94648
437,1624320000000,836901347.2188203
438,1624406400000,1371341088.6752522
439,1624492800000,1203441656.8115778
440,1624579200000,732654201.7448984
441,1624665600000,737663786.9399918
442,1624752000000,639618006.1446898
443,1624838400000,572104299.6430303
444,1624924800000,674515112.3947256
445,1625011200000,645572532.2254869
446,1625097600000,791091273.1745555
447,1625184000000,663491276.6668489
448,1625270400000,607351754.6625379
449,1625356800000,462037406.3577414
450,1625443200000,424937662.01328224
451,1625529600000,436664234.535345
452,1625616000000,499801292.4695335
453,1625702400000,727575218.1716276
454,1625788800000,691932146.2056346
455,1625875200000,454190333.1445893
456,1625961600000,415853889.1192226
457,1626048000000,296169725.62816095
458,1626134400000,312330343.18604004
459,1626220800000,270392426.0783131
460,1626307200000,474454643.50580245
461,1626393600000,469048384.9902478
462,1626480000000,372119879.07038826
463,1626566400000,292646432.68583465
464,1626652800000,227071207.7156284
465,1626739200000,370348465.20546126
466,1626825600000,422162867.9308267
467,1626912000000,573149420.4413202
468,1626998400000,375801784.2134339
469,1627084800000,407425804.48123944
470,1627171200000,363380694.2290097
471,1627257600000,316495335.58890283
472,1627344000000,755245025.2497616
473,1627430400000,375190958.3560945
474,1627516800000,324323976.86976814
475,1627603200000,490243888.02364147
476,1627689600000,673479026.4084785
477,1627776000000,614044704.3846236
478,1627862400000,548581372.50092
479,1627948800000,463809054.21566033
480,1628035200000,535386826.38300115
481,1628121600000,453652890.7804349
482,1628208000000,642276103.3968464
483,1628294400000,634966886.3440547
484,1628380800000,567721952.7291353
485,1628467200000,387950835.5915774
486,1628553600000,392755194.37425494
487,1628640000000,512007043.4016342
488,1628726400000,518467624.0711313
489,1628812800000,501994574.0018019
490,1628899200000,536710066.6718894
491,1628985600000,375775175.2451106
492,1629072000000,1453940559.4346285
493,1629158400000,3744578512.779988
494,1629244800000,4071432568.0452485
495,1629331200000,4552452964.336096
496,1629417600000,2751968421.5578585
497,1629504000000,1816393865.8523588
498,1629590400000,1502846889.7352061
499,1629676800000,1004789455.2040088
500,1629763200000,1376624102.1938393
501,1629849600000,1645439131.9405804
502,1629936000000,1460931375.1285913
503,1630022400000,2687938993.535464
504,1630108800000,3193853129.576366
505,1630195200000,2343520709.0638256
506,1630281600000,1619244457.9764173
507,1630368000000,4827155957.583222
508,1630454400000,7097442296.82563
509,1630540800000,3649705606.8515778
510,1630627200000,4623249675.435575
511,1630713600000,6871215127.90067
512,1630800000000,3607645007.288397
513,1630886400000,2711248607.007888
514,1630972800000,5245858966.571948
515,1631059200000,16149087501.300968
516,1631145600000,12034756697.736256
517,1631232000000,12182432665.179003
518,1631318400000,6992113162.711526
519,1631404800000,5327211599.2398405
520,1631491200000,3006790022.730882
521,1631577600000,6270536793.440139
522,1631664000000,5484253084.148819
523,1631750400000,3973589945.002292
524,1631836800000,3163024291.1889153
525,1631923200000,4637329446.05819
526,1632009600000,5288896343.368672
527,1632096000000,3442771809.9303317
528,1632182400000,5652873068.780831
529,1632268800000,5306957386.522338
530,1632355200000,4912176158.173082
531,1632441600000,3353529940.5091395
532,1632528000000,3863693217.85245
533,1632614400000,2059643190.9342535
534,1632700800000,2683407146.306161
535,1632787200000,2989640865.287466
536,1632873600000,2409481752.9774637
537,1632960000000,2423220767.1797714
538,1633046400000,2213933967.637082
539,1633132800000,4217104529.3629045
540,1633219200000,3290801786.0451536
541,1633305600000,2990394711.9668913
542,1633392000000,3108612675.2047114
543,1633478400000,2550034958.9268904
544,1633564800000,3216047716.7546687
545,1633651200000,2469488735.063495
546,1633737600000,2714913213.201317
547,1633824000000,1421850535.6544025
548,1633910400000,1495896606.8269508
549,1633996800000,1718475615.2479117
550,1634083200000,2766260744.0121436
551,1634169600000,1975667394.423865
552,1634256000000,1912976981.956736
553,1634342400000,3892259612.8294525
554,1634428800000,1481556354.0119083
555,1634515200000,2132944251.543325
556,1634601600000,1619036320.357656
557,1634688000000,1345983825.3265061
558,1634774400000,3069126856.4038467
559,1634860800000,6298926456.006809
560,1634947200000,6789555146.637215
561,1635033600000,2951218516.1830873
562,1635120000000,3114589452.2112665
563,1635206400000,4469234352.347065
564,1635292800000,3052799572.7936416
565,1635379200000,4812686988.408542
566,1635465600000,3385641009.2162027
567,1635552000000,2703331790.5309463
568,1635638400000,1651079244.1462584
569,1635724800000,2508960378.247013
570,1635811200000,3098391561.698444
571,1635897600000,2953101041.2490163
572,1635984000000,5949095156.100889
573,1636070400000,4457165321.346256
574,1636156800000,2814464970.6926665
575,1636243200000,3906155465.660115
576,1636329600000,2644011982.2496014
577,1636416000000,3223918132.658522
578,1636502400000,2681222975.329351
579,1636588800000,3800891475.935171
580,1636675200000,2618456168.353021
581,1636761600000,2941595137.276679
582,1636848000000,2171331102.080433
583,1636934400000,1611356876.8775847
584,1637020800000,2359326721.661139
585,1637107200000,3508776790.4518046
586,1637193600000,2879294187.4798455
587,1637280000000,3731836544.9342785
588,1637366400000,3291840770.3925467
589,1637452800000,1870041532.1098204
590,1637539200000,2555181056.256027
591,1637625600000,3174537421.979065
592,1637712000000,2144049180.216279
593,1637798400000,2339653646.046749
594,1637884800000,2227843775.4152346
595,1637971200000,3216471568.33627
596,1638057600000,1351630152.313059
597,1638144000000,1935383257.029555
598,1638230400000,2007398408.756795
599,1638316800000,2697160307.738946
600,1638403200000,3392086055.2374334
601,1638489600000,3994513448.87254
602,1638576000000,3755641183.1718
603,1638662400000,5616789175.450751
604,1638748800000,3228917298.9251223
605,1638835200000,3396199570.300543
606,1638921600000,2433284110.293539
607,1639008000000,2194875795.1411276
608,1639094400000,1858809298.6431613
609,1639180800000,1946102466.4617343
610,1639267200000,1791152660.6944845
611,1639353600000,1094395903.4166248
612,1639440000000,2372386156.3035607
613,1639526400000,2156901491.5380054
614,1639612800000,3458991299.158227
615,1639699200000,2454635867.467667
616,1639785600000,2355530732.258781
617,1639872000000,1440763837.45392
618,1639958400000,1441246078.159062
619,1640044800000,1718453799.121433
620,1640131200000,1539489579.1213927
621,1640217600000,1635078520.6954496
622,1640304000000,1932687191.4099677
623,1640390400000,1997417409.1442204
624,1640476800000,1257985154.9824424
625,1640563200000,1747475952.8078868
626,1640649600000,1631730024.3256166
627,1640736000000,2541804765.839321
628,1640822400000,1935535240.3698783
629,1640908800000,1379259729.504835
630,1640995200000,1380634374.4823568
631,1641081600000,960138212.5274444
632,1641168000000,846802662.8993707
633,1641254400000,1152100392.329671
634,1641340800000,1361207424.18007
635,1641427200000,1980976064.6564603
636,1641513600000,1922945442.8085198
637,1641600000000,2713161094.7767363
638,1641686400000,2495097582.9222703
639,1641772800000,1383486991.2692618
640,1641859200000,1797340432.3285239
641,1641945600000,1407732234.4002852
642,1642032000000,2048461630.20183
643,1642118400000,1972169296.5769014
644,1642204800000,1627092109.7732365
645,1642291200000,1003160676.7114657
646,1642377600000,1064526626.2870606
647,1642464000000,1342939698.2979736
648,1642550400000,1327500384.0270393
649,1642636800000,1310094891.479366
650,1642723200000,1371674053.2248023
651,1642809600000,3853056390.3720913
652,1642896000000,4095835932.6350746
653,1642982400000,2611991894.5389414
654,1643068800000,4359827042.558423
655,1643155200000,2614011846.1962757
656,1643241600000,2847753595.488201
657,1643328000000,2421524797.0656857
658,1643414400000,1882874786.6910908
659,1643500800000,1478946858.3603432
660,1643587200000,941974724.429482
661,1643673600000,1715569710.5342922
662,1643760000000,3097993266.654722
663,1643846400000,2979450302.616579
664,1643932800000,2283972523.6144795
665,1644019200000,2844877285.5932903
666,1644105600000,2104149883.5664315
667,1644192000000,1281443040.6022959
668,1644278400000,2230152722.515911
669,1644364800000,2354525277.711969
670,1644451200000,1634212051.3702943
671,1644537600000,1963719800.2645695
672,1644624000000,1738208639.1534996
673,1644710400000,1336515340.137724
674,1644796800000,910049119.2353679
675,1644883200000,1364915626.6617208
676,1644969600000,1630619496.195204
677,1645056000000,1473078677.1202588
678,1645142400000,1463178693.3773677
679,1645228800000,1290677352.6433926
680,1645315200000,836883423.9090565
681,1645401600000,1428521632.3321967
682,1645488000000,2247461489.9635487
683,1645574400000,1577877587.2386572
684,1645660800000,1761310724.440881
685,1645747200000,4075674086.526734
686,1645833600000,2417499269.8008738
687,1645920000000,1316252928.3341599
688,1646006400000,1559328417.4245245
689,1646092800000,2674553479.2180743
690,1646179200000,2476563020.453062
691,1646265600000,2951039198.751416
692,1646352000000,1795535826.5550518
693,1646438400000,2029343357.151517
694,1646524800000,1164108659.2733207
695,1646611200000,1139246888.3328228
696,1646697600000,1884457926.903441
697,1646784000000,1704061421.1695168
698,1646870400000,2082131364.035624
699,1646956800000,1706781764.3768432
700,1647043200000,1382838751.097293
701,1647129600000,776192786.1232313
702,1647216000000,949636517.694404
703,1647302400000,1317770720.4689145
704,1647388800000,1247125823.1505735
705,1647475200000,1872435776.0194497
706,1647561600000,1939375410.1723945
707,1647648000000,2216690010.2438216
708,1647734400000,1493437229.1232493
709,1647820800000,954767656.0285732
710,1647907200000,1145750669.0417037
711,1647993600000,1405727754.2331312
712,1648080000000,1433431548.5448608
713,1648166400000,2412096877.261528
714,1648252800000,1817213990.6348524
715,1648339200000,1009509747.3725619
716,1648425600000,1301984880.0039117
717,1648512000000,2396330997.762824
718,1648598400000,2434694052.670127
719,1648684800000,3208462667.358372
720,1648771200000,3421557221.672948
721,1648857600000,3831716307.2558904
722,1648944000000,2989201592.6587396
723,1649030400000,2277967480.691483
724,1649116800000,2483670638.13783
725,1649203200000,2136267271.3883832
726,1649289600000,3198015612.875086
727,1649376000000,2381088467.183991
728,1649462400000,2314898911.4950137
729,1649519026000,1670542947.373207
